#ACT-CL;RAJ2000;DEJ2000;SNR;z;e_z;n_z;M500c;M500cC;M200m
# ;deg;deg; ; ; ; ;10+14Msun;10+14Msun;10+14Msun
#------------;-----------;-----------;------;-------;-------;----;------;------;------
J0036.6-0757;009.1709725;-07.9644227; 5.685; 0.5132; 0.0000;spec; 2.394; 3.372; 4.188
J0036.7-2105;009.1821962;-21.0854308; 5.044; 0.3560; 0.0089;phot; 2.483; 3.497; 4.482
J0036.7-4410;009.1751696;-44.1804212; 6.677; 0.8690; 0.0000;spec; 2.308; 3.251; 3.929
J0036.8-1206;009.2105474;-12.1079969; 6.580; 0.6830; 0.0236;phot; 3.829; 5.393; 6.643
J0036.9+0647;009.2458199;+06.7875658; 4.551; 0.2975; 0.0152;phot; 2.535; 3.570; 4.650
J0037.1+0909;009.2767407;+09.1593552;12.160; 0.2507; 0.0000;spec; 5.764; 8.118;10.957
J0037.3+0954;009.3333333;+09.9043029; 4.318; 0.5174; 0.0000;spec; 2.461; 3.466; 4.305
J0037.4-0759;009.3543530;-07.9999968; 5.490; 0.5140; 0.0000;spec; 2.258; 3.180; 3.944
J0037.7-5047;009.4404612;-50.7917051; 6.009; 1.0260; 0.0000;spec; 2.376; 3.346; 4.047
J0038.2-2244;009.5697287;-22.7491576; 5.635; 0.6705; 0.0142;phot; 3.110; 4.380; 5.376
J0038.3-0111;009.5889546;-01.1944187; 4.419; 0.6649; 0.0000;spec; 1.761; 2.480; 3.009
J0038.3-0215;009.5943098;-02.2510025; 4.799; 0.4158; 0.0000;spec; 1.694; 2.386; 2.992
J0038.3-4637;009.5999873;-46.6313004; 4.654; 0.7034; 0.0201;phot; 1.733; 2.441; 2.952
J0038.6+0044;009.6542502;+00.7355848; 7.186; 0.6983; 0.0000;spec; 2.461; 3.466; 4.224
J0038.7-4923;009.6982626;-49.3952447; 5.372; 0.5519; 0.0076;phot; 2.024; 2.850; 3.509
J0038.8-0358;009.7084069;-03.9723324; 6.287; 0.9514; 0.0224;phot; 2.247; 3.165; 3.820
J0038.9+0215;009.7316357;+02.2632756; 4.603; 0.6906; 0.0175;phot; 1.727; 2.433; 2.944
J0039.0-2105;009.7597312;-21.0930491; 4.730; 0.5471; 0.0074;phot; 2.645; 3.726; 4.616
J0039.7+1932;009.9417769;+19.5374585; 6.032; 0.7591; 0.0000;spec; 3.055; 4.303; 5.249
J0039.8-3247;009.9540406;-32.7916667; 4.271; 0.9139; 0.0208;phot; 1.660; 2.338; 2.804
J0039.9-3736;009.9875291;-37.6040667; 4.473; 0.6061; 0.0088;phot; 1.816; 2.558; 3.122
J0040.0-0710;010.0004808;-07.1779666; 5.876; 0.4690; 0.0000;spec; 2.454; 3.456; 4.326
J0040.5-5858;010.1320678;-58.9788020; 5.893; 0.3824; 0.0100;phot; 2.566; 3.615; 4.607
J0040.8-4407;010.2068680;-44.1324548;26.099; 0.3500; 0.0000;spec; 7.309;10.294;13.571
J0040.9-4428;010.2468620;-44.4803092;13.967; 0.3486; 0.0000;spec; 4.418; 6.223; 8.102
J0041.0-4155;010.2669422;-41.9272371; 5.762; 0.7600; 0.0164;phot; 2.140; 3.014; 3.649
J0041.1-3324;010.2906149;-33.4077805; 5.491; 0.4295; 0.0000;spec; 2.170; 3.056; 3.842
J0041.1-5107;010.2902423;-51.1290175; 6.099; 0.5184; 0.0067;phot; 2.573; 3.625; 4.506
J0041.3-0716;010.3471611;-07.2778761; 5.404; 0.4877; 0.0000;spec; 2.294; 3.231; 4.025
J0041.4-3329;010.3540859;-33.4875252; 4.643; 0.4186; 0.0000;spec; 1.874; 2.639; 3.314
J0041.6-4755;010.4081709;-47.9269675; 4.635; 0.8496; 0.0160;phot; 1.609; 2.266; 2.719
J0041.8-0918;010.4593355;-09.3054839; 6.401; 0.0550; 0.0000;spec; 3.467; 4.884; 7.097
J0042.0-1220;010.5039941;-12.3416667; 4.387; 0.4688; 0.0206;phot; 2.589; 3.647; 4.570
J0042.1-2832;010.5288104;-28.5333921; 8.837; 0.1086; 0.0000;spec; 4.605; 6.486; 9.233
J0042.2+0801;010.5625338;+08.0291673; 4.157; 0.2777; 0.0108;phot; 2.153; 3.033; 3.958
J0042.4-3809;010.6159580;-38.1577351; 6.854; 0.2197; 0.0000;spec; 2.382; 3.356; 4.476
J0042.5-1103;010.6384023;-11.0597694; 7.167; 0.5467; 0.0278;phot; 3.979; 5.605; 7.008
J0042.7+0218;010.6856082;+02.3003711; 7.303; 0.8570; 0.0000;spec; 2.340; 3.296; 3.985
J0043.1-0738;010.7959798;-07.6477552; 6.359; 0.7342; 0.0000;spec; 2.658; 3.744; 4.560
J0043.1-1129;010.7946930;-11.4899970; 8.769; 0.6932; 0.0237;phot; 4.796; 6.754; 8.357
J0043.3-2037;010.8479989;-20.6209377;18.187; 0.2924; 0.0000;spec; 7.244;10.203;13.669
J0043.4-3819;010.8693966;-38.3305628; 4.170; 0.6414; 0.0177;phot; 1.635; 2.303; 2.794
J0043.8+0046;010.9639899;+00.7694358; 4.360; 0.4794; 0.0000;spec; 1.645; 2.317; 2.869
J0043.8+0357;010.9620761;+03.9531061; 7.121; 0.6231; 0.0000;spec; 2.941; 4.143; 5.100
J0043.8-4843;010.9665360;-48.7184867; 7.922; 0.8388; 0.0123;phot; 2.684; 3.780; 4.586
J0043.9+1235;010.9833333;+12.5960309; 4.379; 0.5487; 0.0201;phot; 2.182; 3.073; 3.790
J0043.9+1311;010.9792390;+13.1916667; 4.269; 0.5504; 0.0217;phot; 2.297; 3.235; 3.994
J0043.9-3710;010.9949422;-37.1718197; 6.863; 0.8584; 0.0126;phot; 2.449; 3.449; 4.174
J0044.0-0336;011.0123978;-03.6042245; 4.912; 1.5194; 0.0353;phot; 1.505; 2.120; 2.607
J0044.4+0113;011.1071790;+01.2170322;15.069; 1.0298; 0.0284;phot; 3.776; 5.319; 6.499
J0044.4+0150;011.1167097;+01.8358913;10.551; 0.3575; 0.0000;spec; 3.373; 4.751; 6.131
J0044.5-3201;011.1256677;-32.0192117; 5.858; 0.4046; 0.0111;phot; 2.442; 3.440; 4.358
J0044.5-4037;011.1271699;-40.6299906; 8.307; 0.9788; 0.0277;phot; 2.749; 3.872; 4.695
J0044.7-0205;011.1956485;-02.1000000; 4.514; 0.4625; 0.0000;spec; 1.657; 2.334; 2.900
J0045.2-0152;011.3043038;-01.8800507;18.149; 0.5483; 0.0000;spec; 5.074; 7.147; 8.986
J0045.3-2923;011.3443943;-29.3889426; 4.213; 0.2557; 0.0000;spec; 2.286; 3.220; 4.238
J0045.4-2011;011.3500089;-20.1958468; 4.716; 0.5861; 0.0076;phot; 2.607; 3.672; 4.526
J0046.0-0359;011.5189275;-03.9883170; 8.544; 0.5496; 0.0000;spec; 2.974; 4.189; 5.201
J0046.2-4527;011.5708214;-45.4583333; 4.089; 1.1318; 0.0298;phot; 1.506; 2.121; 2.549
J0046.4-3911;011.6018767;-39.1990127;18.674; 0.5920; 0.0000;spec; 5.599; 7.886; 9.885
J0047.2-0912;011.8226310;-09.2028214; 9.629; 0.4525; 0.0111;phot; 3.947; 5.559; 7.054
J0047.2-4507;011.8202992;-45.1167330; 7.835; 0.4508; 0.0087;phot; 2.842; 4.002; 5.042
J0047.6+1540;011.9023240;+15.6750485; 5.282; 0.8666; 0.0261;phot; 2.545; 3.585; 4.341
J0047.6-3659;011.9207416;-36.9933183; 5.345; 0.9176; 0.0268;phot; 2.155; 3.035; 3.660
J0047.7-1033;011.9333781;-10.5666667; 4.380; 0.1845; 0.0237;phot; 2.572; 3.622; 4.906
J0047.9-3826;011.9957775;-38.4457835; 4.432; 0.2711; 0.0062;phot; 1.767; 2.489; 3.240
J0048.2-1829;012.0583333;-18.4875075; 4.082; 0.9425; 0.0216;phot; 2.369; 3.337; 4.033
J0048.3-5244;012.0831965;-52.7499248; 6.686; 0.9176; 0.0268;phot; 2.901; 4.086; 4.959
J0048.4+1757;012.1210121;+17.9540667; 4.589; 0.7378; 0.0000;spec; 2.059; 2.900; 3.512
J0048.6-0956;012.1719522;-09.9470441; 6.468; 0.8360; 0.0257;phot; 3.203; 4.512; 5.495
J0048.7-4450;012.1807367;-44.8446146; 6.789; 0.5955; 0.0086;phot; 2.498; 3.519; 4.329
J0048.8-0507;012.2042400;-05.1208019; 4.299; 0.6121; 0.0000;spec; 1.687; 2.377; 2.894
J0048.9-4547;012.2484306;-45.7999596; 9.249; 0.4820; 0.0073;phot; 3.291; 4.635; 5.826
J0049.0-4729;012.2527056;-47.4926910; 4.970; 0.3914; 0.0135;phot; 1.933; 2.722; 3.440
J0049.1-0630;012.2777149;-06.5110699; 4.524; 0.5549; 0.0000;spec; 1.927; 2.714; 3.336
J0049.1-2440;012.2972238;-24.6773562;11.344; 0.5275; 0.0060;phot; 5.542; 7.805; 9.863
J0049.5-5315;012.3782358;-53.2507956; 7.363; 0.7026; 0.0146;phot; 3.415; 4.810; 5.902
J0050.2-4741;012.5540944;-47.6966455; 6.121; 0.3899; 0.0105;phot; 2.347; 3.305; 4.197
J0050.5+1741;012.6498930;+17.6850404; 6.105; 0.9890; 0.0278;phot; 2.552; 3.595; 4.352
J0050.5-1730;012.6333333;-17.5124639; 4.171; 0.3890; 0.0129;phot; 2.689; 3.788; 4.826
J0050.6-2127;012.6671750;-21.4525412; 5.540; 1.0196; 0.0283;phot; 2.759; 3.886; 4.714
J0051.1-4834;012.7902715;-48.5810465; 7.538; 0.1873; 0.0000;spec; 2.429; 3.421; 4.621
J0051.2+0415;012.8139846;+04.2609856; 4.599; 0.7178; 0.0000;spec; 1.818; 2.560; 3.096
J0051.3-1049;012.8315671;-10.8208844; 4.957; 0.5017; 0.0129;phot; 3.166; 4.459; 5.583
J0051.5+1259;012.8771511;+12.9908937; 8.505; 0.6230; 0.0000;spec; 3.977; 5.601; 6.942
J0051.5-4514;012.8833333;-45.2457421; 4.326; 0.5959; 0.0111;phot; 1.771; 2.494; 3.045
J0051.6+0728;012.9083333;+07.4833068; 4.276; 0.5483; 0.0000;spec; 2.586; 3.642; 4.509
J0051.7+0242;012.9461846;+02.7093705;11.029; 0.6154; 0.0000;spec; 3.387; 4.771; 5.896
J0051.8-0846;012.9541952;-08.7833333; 4.132; 0.1905; 0.0214;phot; 1.744; 2.456; 3.287
J0052.5+0141;013.1471694;+01.6942815; 4.642; 0.4463; 0.0000;spec; 1.750; 2.465; 3.075
J0052.5-5657;013.1385538;-56.9576052; 5.163; 0.3127; 0.0071;phot; 2.297; 3.235; 4.186
J0052.7-4355;013.1916370;-43.9166720; 4.411; 0.4688; 0.0108;phot; 1.640; 2.310; 2.866
J0052.7-4551;013.1950572;-45.8607524; 6.489; 0.3582; 0.0244;phot; 2.521; 3.551; 4.549
J0052.8-5942;013.2153560;-59.7104711; 5.306; 1.0400; 0.0286;phot; 2.407; 3.390; 4.103
J0053.5+0329;013.3911995;+03.4972630; 7.264; 0.4209; 0.0000;spec; 2.488; 3.504; 4.427
J0053.5-0732;013.3916667;-07.5457722; 4.377; 0.6626; 0.0233;phot; 1.865; 2.626; 3.190
J0054.1+0845;013.5448925;+08.7553191; 5.139; 0.5073; 0.0000;spec; 2.814; 3.964; 4.946
J0054.3-4046;013.5875762;-40.7750000; 4.165; 0.4072; 0.0116;phot; 1.788; 2.518; 3.166
J0054.7+0616;013.6790751;+06.2750000; 4.149; 0.8054; 0.0253;phot; 2.434; 3.428; 4.154
J0054.9-5731;013.7280711;-57.5311967; 4.482; 0.7860; 0.0123;phot; 2.233; 3.145; 3.807
J0055.1+0623;013.7877860;+06.3865180; 5.446; 0.6477; 0.0000;spec; 3.144; 4.429; 5.447
J0055.3+1353;013.8443855;+13.8860974; 4.328; 0.8054; 0.0253;phot; 2.355; 3.317; 4.016
J0055.7-1054;013.9273595;-10.9047579; 5.098; 0.4132; 0.0000;spec; 3.034; 4.273; 5.431
J0055.8-2852;013.9516043;-28.8783341; 5.634; 0.6009; 0.0000;spec; 2.927; 4.123; 5.086
J0056.0-3732;014.0082255;-37.5459859; 7.120; 0.1625; 0.0000;spec; 2.636; 3.713; 5.078
J0056.2-0518;014.0541653;-05.3125770; 4.581; 0.5310; 0.0098;phot; 1.844; 2.597; 3.200
J0056.4-1708;014.1031046;-17.1368534; 6.124; 0.4840; 0.0071;phot; 3.885; 5.471; 6.902
J0056.5-3400;014.1374818;-34.0125116; 4.542; 0.9452; 0.0219;phot; 1.941; 2.733; 3.289
J0056.7+1700;014.1781180;+17.0151449; 5.651; 0.5805; 0.0000;spec; 2.688; 3.785; 4.672
J0056.9+0155;014.2283549;+01.9183917; 5.328; 0.6789; 0.0000;spec; 1.955; 2.754; 3.344
J0057.0-3726;014.2584839;-37.4456770; 5.123; 0.5766; 0.0076;phot; 2.177; 3.066; 3.769
J0057.3-5223;014.3444530;-52.3888816; 4.171; 0.3445; 0.0084;phot; 2.069; 2.914; 3.729
J0057.9+0657;014.4958598;+06.9542109; 4.396; 0.3681; 0.0000;spec; 2.606; 3.670; 4.695
J0058.0+0031;014.5227131;+00.5182195;15.611; 0.7900; 0.0000;spec; 4.346; 6.121; 7.516
J0058.1-4204;014.5257025;-42.0811634; 6.353; 0.5045; 0.0066;phot; 2.581; 3.635; 4.528
J0058.7-0052;014.6832184;-00.8750000; 4.537; 0.7867; 0.0000;spec; 1.718; 2.420; 2.913
J0059.0-5104;014.7625107;-51.0791885; 4.124; 0.6197; 0.0101;phot; 1.730; 2.436; 2.966
J0059.1-0049;014.7825118;-00.8304045;16.746; 0.7870; 0.0000;spec; 4.480; 6.309; 7.754
J0059.1-4955;014.7946742;-49.9258084; 4.889; 0.4423; 0.0097;phot; 2.106; 2.967; 3.718
J0059.2-0225;014.8071296;-02.4259028; 5.647; 0.7387; 0.0000;spec; 2.121; 2.987; 3.620
J0059.4+0343;014.8650131;+03.7249469; 4.930; 0.2715; 0.0000;spec; 1.534; 2.161; 2.804
J0059.5+1715;014.8958756;+17.2510567; 6.925; 1.2644; 0.0317;phot; 2.502; 3.524; 4.305
J0059.6+1310;014.9135178;+13.1692397; 8.452; 0.4995; 0.0000;spec; 4.015; 5.655; 7.122
J0059.6-0633;014.9080236;-06.5586694; 5.874; 0.9500; 0.0500;phot; 2.168; 3.054; 3.683
J0059.8+1344;014.9665972;+13.7458031; 4.486; 0.4980; 0.0000;spec; 2.412; 3.397; 4.230
J0059.9+1319;014.9940384;+13.3285787; 5.499; 0.4825; 0.0117;phot; 2.869; 4.041; 5.064
J0100.0-5358;015.0125007;-53.9826455; 4.793; 1.1930; 0.0307;phot; 2.011; 2.833; 3.433
J0100.2+0151;015.0507810;+01.8529034; 5.591; 0.4011; 0.0000;spec; 1.898; 2.674; 3.371
J0100.4+1538;015.1126587;+15.6333789; 4.523; 0.6114; 0.0290;phot; 2.204; 3.104; 3.802
J0100.4-0518;015.1138830;-05.3027814; 4.165; 0.4789; 0.0266;phot; 1.621; 2.284; 2.828
J0100.5-4749;015.1276601;-47.8176016; 5.276; 0.4228; 0.0115;phot; 2.167; 3.051; 3.841
J0100.6+0305;015.1603956;+03.0916991; 4.295; 0.9074; 0.0267;phot; 1.549; 2.182; 2.614
J0100.9-4448;015.2402413;-44.8086187; 5.704; 0.3777; 0.0107;phot; 2.277; 3.207; 4.080
J0101.2+1831;015.3095948;+18.5182785; 7.090; 0.6554; 0.0000;spec; 3.065; 4.317; 5.304
J0101.6+0236;015.4173915;+02.6084959; 6.513; 0.3257; 0.0000;spec; 2.076; 2.924; 3.761
J0101.6-0401;015.4250000;-04.0207018; 4.587; 0.6998; 0.0164;phot; 1.834; 2.583; 3.128
J0101.6-3840;015.4246915;-38.6741771; 6.204; 0.2575; 0.0054;phot; 2.481; 3.495; 4.606
J0101.7+0030;015.4264619;+00.5001198; 6.954; 0.9360; 0.0200;phot; 2.327; 3.278; 3.960
J0101.8-0919;015.4706678;-09.3249857; 6.435; 0.4666; 0.0114;phot; 2.865; 4.036; 5.071
J0102.0+0225;015.5139940;+02.4194200; 4.486; 0.6353; 0.0000;spec; 1.742; 2.453; 2.983
J0102.2-1802;015.5541447;-18.0500000; 4.124; 0.5205; 0.0064;phot; 2.699; 3.801; 4.728
J0102.5+0341;015.6460083;+03.6834411; 6.947; 0.7635; 0.0000;spec; 2.411; 3.395; 4.120
J0102.6+0201;015.6616148;+02.0194705; 6.626; 1.0151; 0.0836;phot; 2.147; 3.024; 3.649
J0102.6-2324;015.6692114;-23.4080257; 5.146; 0.5068; 0.0067;phot; 2.905; 4.092; 5.109
J0102.6-4603;015.6705611;-46.0633993; 6.968; 0.8405; 0.0000;spec; 2.727; 3.840; 4.660
J0102.7+0108;015.6801352;+01.1381744; 6.099; 0.1431; 0.0000;spec; 2.130; 2.999; 4.114
J0102.7-2153;015.6840334;-21.8908896; 6.059; 0.0566; 0.0000;spec; 3.877; 5.460; 7.953
J0102.8+0005;015.7222430;+00.0943756; 4.408; 0.3567; 0.0102;phot; 1.704; 2.400; 3.049
J0102.8-0022;015.7168500;-00.3668468; 5.489; 0.4160; 0.0000;spec; 2.009; 2.829; 3.560
J0102.9-4916;015.7418513;-49.2673782;48.875; 0.8700; 0.0000;spec;10.652;15.003;18.777
J0103.0-4902;015.7726355;-49.0439858; 6.967; 0.7026; 0.0149;phot; 2.820; 3.972; 4.854
J0103.4-0638;015.8527156;-06.6389748; 4.363; 0.9103; 0.0213;phot; 1.774; 2.499; 3.002
J0103.4-3730;015.8619152;-37.5009827; 4.613; 0.6588; 0.0127;phot; 1.954; 2.752; 3.347
J0103.6-0347;015.9221771;-03.7973506; 4.748; 1.2338; 0.0313;phot; 1.631; 2.298; 2.778
J0103.6-4250;015.9125095;-42.8353580; 6.387; 0.7348; 0.0180;phot; 2.644; 3.723; 4.534
J0103.8+0817;015.9741749;+08.2841536; 5.159; 0.4547; 0.0000;spec; 2.891; 4.072; 5.128
J0103.8+1016;015.9533760;+10.2683200; 5.082; 1.0400; 0.0286;phot; 2.667; 3.757; 4.556
J0103.8-0103;015.9541348;-01.0541305; 4.798; 0.2890; 0.0000;spec; 1.751; 2.467; 3.193
J0104.3-3101;016.0888221;-31.0306176; 4.252; 0.6901; 0.0000;spec; 2.116; 2.981; 3.623
J0104.5+0447;016.1406244;+04.7987405; 4.892; 0.6880; 0.0000;spec; 2.502; 3.524; 4.299
J0104.5+1252;016.1444485;+12.8739411; 5.091; 0.5007; 0.0000;spec; 2.834; 3.991; 4.986
J0104.5-3312;016.1333333;-33.2041875; 4.154; 0.2822; 0.0000;spec; 1.762; 2.482; 3.220
J0104.5-4351;016.1309060;-43.8652998; 9.001; 1.0094; 0.0281;phot; 3.166; 4.459; 5.426
J0104.9+0003;016.2293869;+00.0548312; 9.637; 0.2729; 0.0000;spec; 2.589; 3.647; 4.788
J0104.9+1139;016.2429973;+11.6526015; 7.408; 0.5456; 0.0185;phot; 3.821; 5.382; 6.724
J0105.0+0201;016.2584165;+02.0242990; 7.967; 0.1967; 0.0000;spec; 2.678; 3.772; 5.090
J0105.5+1323;016.3817208;+13.3973155; 6.938; 1.1430; 0.0000;spec; 3.116; 4.389; 5.358
J0105.5-1242;016.3791904;-12.7166667; 4.322; 0.3231; 0.0265;phot; 2.780; 3.915; 5.074
J0105.5-2438;016.3928102;-24.6432438;12.184; 0.2300; 0.0000;spec; 5.799; 8.168;11.108
J0105.8-1839;016.4698602;-18.6650307; 8.504; 0.9302; 0.0188;phot; 4.455; 6.275; 7.688
J0105.8-3515;016.4666612;-35.2512211; 6.500; 0.6014; 0.0086;phot; 2.714; 3.822; 4.707
J0105.9-0113;016.5000000;-01.2207817; 4.380; 0.7429; 0.0000;spec; 1.710; 2.408; 2.904
J0106.0-3700;016.5249655;-37.0106913; 4.447; 0.2639; 0.0067;phot; 1.723; 2.426; 3.163
J0106.1-0618;016.5412068;-06.3159069; 9.553; 0.6410; 0.0109;phot; 3.286; 4.628; 5.702
J0106.1-3719;016.5455227;-37.3274131; 5.457; 0.5591; 0.0075;phot; 2.307; 3.249; 4.007
J0106.2-5355;016.5748000;-53.9208332; 6.020; 0.4896; 0.0070;phot; 2.600; 3.662; 4.574
J0106.3-4154;016.5883840;-41.9017361; 4.773; 0.4115; 0.0123;phot; 2.049; 2.886; 3.637
J0106.4-5942;016.6164831;-59.7165760; 7.905; 0.3481; 0.0000;spec; 3.506; 4.938; 6.393
J0106.6-5759;016.6541593;-58.0000000; 4.054; 0.2841; 0.0061;phot; 1.801; 2.537; 3.291
J0106.8+0103;016.7028766;+01.0537122; 7.937; 0.2535; 0.0000;spec; 2.627; 3.700; 4.890
J0106.8-0228;016.7167454;-02.4833333; 4.780; 0.1893; 0.0000;spec; 1.765; 2.485; 3.328
J0107.2-4722;016.8177673;-47.3667271; 5.469; 0.5403; 0.0069;phot; 2.210; 3.113; 3.845
J0107.3-3015;016.8316584;-30.2549700; 4.218; 0.5068; 0.0072;phot; 2.127; 2.995; 3.714
J0107.4-4854;016.8748980;-48.9166163; 5.503; 0.5789; 0.0076;phot; 2.315; 3.260; 4.011
J0107.5+0958;016.8803419;+09.9764296; 6.184; 0.8564; 0.0260;phot; 3.219; 4.534; 5.519
J0107.5-4403;016.8957903;-44.0639130; 4.666; 0.3821; 0.0105;phot; 1.959; 2.760; 3.496
J0107.6-5832;016.9006854;-58.5476763; 5.380; 1.2300; 0.1004;phot; 2.182; 3.073; 3.736
J0107.9-4311;016.9916411;-43.1916910; 4.602; 0.2404; 0.0046;phot; 1.678; 2.364; 3.103
J0108.0+0251;017.0089491;+02.8580638; 6.427; 0.3261; 0.0071;phot; 1.949; 2.744; 3.524
J0108.0-3927;017.0040852;-39.4583333; 4.383; 0.5632; 0.0080;phot; 1.909; 2.688; 3.300
J0108.4-1224;017.1166667;-12.4124757; 4.077; 0.3495; 0.0270;phot; 2.545; 3.585; 4.604
J0108.4-4341;017.1184693;-43.6866328; 4.450; 0.2371; 0.0045;phot; 1.831; 2.580; 3.398
J0108.5-4659;017.1363523;-46.9950270; 6.768; 1.3256; 0.0326;phot; 2.255; 3.176; 3.886
J0109.1-2810;017.2992101;-28.1802236; 5.471; 0.7293; 0.0152;phot; 2.982; 4.200; 5.130
J0109.3-0723;017.3317441;-07.3966557; 6.771; 0.8462; 0.0258;phot; 2.517; 3.546; 4.295
J0109.8-3613;017.4708326;-36.2333333; 4.271; 0.3079; 0.0074;phot; 1.808; 2.546; 3.280
J0109.9+0108;017.4972556;+01.1473022; 4.366; 0.9890; 0.0278;phot; 1.564; 2.203; 2.640
J0109.9-4046;017.4776980;-40.7677830; 5.360; 0.5158; 0.0074;phot; 2.311; 3.255; 4.039
J0110.0-0232;017.5208520;-02.5500000; 4.257; 0.4312; 0.0000;spec; 1.551; 2.185; 2.726
J0110.0-4700;017.5083623;-47.0166667; 4.286; 0.9606; 0.0245;phot; 1.857; 2.615; 3.145
J0110.1-5121;017.5314344;-51.3605920; 4.517; 0.7978; 0.0110;phot; 1.954; 2.752; 3.320
J0110.2+0941;017.5750000;+09.6957939; 4.278; 0.3399; 0.0241;phot; 2.038; 2.870; 3.676
J0110.3-0918;017.5760262;-09.3077868; 9.263; 0.5740; 0.0000;spec; 3.766; 5.304; 6.601
J0110.3-4445;017.5787268;-44.7593139; 8.501; 0.3776; 0.0096;phot; 3.203; 4.512; 5.787
J0110.4-4645;017.6099740;-46.7665154; 4.759; 0.6172; 0.0104;phot; 2.100; 2.958; 3.617
J0110.7-3239;017.6797506;-32.6608235; 5.463; 0.8998; 0.0160;phot; 2.283; 3.215; 3.883
J0110.8+0138;017.7182337;+01.6347234; 4.881; 0.8902; 0.0159;phot; 1.744; 2.456; 2.950
J0111.0-5424;017.7666157;-54.4140024; 6.567; 0.4809; 0.0073;phot; 3.067; 4.320; 5.423
J0111.1-3609;017.7875030;-36.1666667; 4.093; 0.3146; 0.0069;phot; 1.696; 2.388; 3.067
J0111.4+0904;017.8708417;+09.0707797; 4.354; 0.4393; 0.0151;phot; 2.549; 3.590; 4.521
J0111.4-5518;017.8604708;-55.3139067; 4.756; 0.4990; 0.0072;phot; 2.206; 3.107; 3.860
J0111.5-3921;017.8932286;-39.3501398; 4.820; 0.9890; 0.0278;phot; 1.992; 2.806; 3.379
J0111.6+0152;017.9039642;+01.8832755; 6.466; 0.8054; 0.0000;spec; 2.156; 3.037; 3.670
J0111.6-3259;017.9122260;-32.9891651; 5.023; 0.4840; 0.0000;spec; 2.296; 3.233; 4.030
J0111.7-0441;017.9374817;-04.7000000; 4.700; 0.8311; 0.0139;phot; 1.725; 2.430; 2.921
J0111.9-0057;017.9889288;-00.9527329; 4.234; 0.6434; 0.0000;spec; 1.507; 2.123; 2.572
J0112.0-0043;018.0178528;-00.7260485; 5.106; 0.1795; 0.0000;spec; 1.748; 2.462; 3.308
J0112.1+1223;018.0420462;+12.3913878; 5.768; 1.3562; 0.0330;phot; 2.579; 3.632; 4.466
J0112.3-4617;018.0986381;-46.2871576; 5.506; 0.8215; 0.0115;phot; 2.229; 3.139; 3.794
J0112.4+0333;018.1166485;+03.5544218; 7.114; 0.4027; 0.0000;spec; 2.233; 3.145; 3.978
J0112.4-1643;018.1208765;-16.7207730; 4.442; 0.9332; 0.0221;phot; 2.702; 3.806; 4.612
J0112.6+0951;018.1722781;+09.8527995; 4.394; 0.4739; 0.0122;phot; 2.593; 3.652; 4.573
J0113.2+0215;018.3207206;+02.2625024; 5.281; 0.7984; 0.0141;phot; 1.743; 2.455; 2.955
J0113.4-2718;018.3526060;-27.3111936; 4.552; 0.4307; 0.0103;phot; 2.478; 3.490; 4.400
J0113.4-4434;018.3560310;-44.5832322; 5.092; 0.7569; 0.0198;phot; 1.947; 2.743; 3.314
J0113.9+1451;018.4769282;+14.8528863; 7.790; 1.0298; 0.0284;phot; 3.470; 4.887; 5.960
J0114.3-3513;018.5972934;-35.2248142; 5.157; 0.5032; 0.0071;phot; 2.313; 3.258; 4.049
J0114.7-2820;018.6767534;-28.3446992;10.634; 0.4414; 0.0000;spec; 4.852; 6.834; 8.734
J0114.7-4027;018.6819641;-40.4652961; 4.850; 0.9444; 0.0219;phot; 2.024; 2.850; 3.433
J0114.7-4123;018.6762024;-41.3953654;14.415; 0.3791; 0.0098;phot; 5.001; 7.044; 9.131
J0115.2+0259;018.8129672;+02.9938549; 5.811; 0.5788; 0.0000;spec; 2.083; 2.934; 3.602
J0115.3-5958;018.8302718;-59.9800965; 6.695; 0.3956; 0.0107;phot; 3.210; 4.521; 5.776
J0115.4-1859;018.8583851;-18.9917006; 4.325; 0.3706; 0.0102;phot; 2.313; 3.258; 4.154
J0115.6-3815;018.9124729;-38.2583333; 4.097; 0.8604; 0.0130;phot; 1.804; 2.541; 3.055
J0115.8-2917;018.9514482;-29.2902040; 4.365; 0.4105; 0.0106;phot; 2.200; 3.098; 3.911
J0115.9+0533;018.9874971;+05.5583333; 4.088; 0.2069; 0.0000;spec; 1.942; 2.735; 3.647
J0115.9-2210;018.9821672;-22.1678679; 5.555; 1.0604; 0.0288;phot; 2.699; 3.801; 4.613
J0116.0+0439;019.0041833;+04.6500670; 4.491; 0.3267; 0.0000;spec; 2.106; 2.967; 3.816
J0116.1-2003;019.0374226;-20.0541918; 4.848; 0.6815; 0.0158;phot; 2.665; 3.754; 4.588
J0116.5-0322;019.1292909;-03.3833333; 4.248; 0.3970; 0.0000;spec; 1.659; 2.336; 2.939
J0116.5-3902;019.1453585;-39.0498551; 6.099; 0.9471; 0.0217;phot; 2.215; 3.119; 3.764
J0116.6-5046;019.1652179;-50.7735142; 4.560; 0.3958; 0.0107;phot; 2.109; 2.971; 3.758
J0116.7-3858;019.1943144;-38.9759027; 5.626; 0.7078; 0.0162;phot; 2.350; 3.310; 4.027
J0116.8+1151;019.2236912;+11.8604214; 5.007; 0.5270; 0.0000;spec; 2.697; 3.798; 4.721
